GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,TEAM_LABEL,SHOT_GROUP
Shot Chart Detail,0029700001,2,679,Jason Caffey,1610612741,Chicago Bulls,1,11,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12.0,119.0,16.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,5,679,Jason Caffey,1610612741,Chicago Bulls,1,11,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,10.0,10.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,13,679,Jason Caffey,1610612741,Chicago Bulls,1,10,38,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,10.0,-3.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,23,679,Jason Caffey,1610612741,Chicago Bulls,1,9,54,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-3.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,29,389,Toni Kukoc,1610612741,Chicago Bulls,1,9,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-164.0,29.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,32,26,Luc Longley,1610612741,Chicago Bulls,1,8,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,44,679,Jason Caffey,1610612741,Chicago Bulls,1,7,13,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,47,166,Ron Harper,1610612741,Chicago Bulls,1,6,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,-3.0,246.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,54,893,Michael Jordan,1610612741,Chicago Bulls,1,6,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21.0,-85.0,199.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,62,679,Jason Caffey,1610612741,Chicago Bulls,1,5,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,5.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,66,893,Michael Jordan,1610612741,Chicago Bulls,1,5,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,76,389,Toni Kukoc,1610612741,Chicago Bulls,1,4,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,173.0,-31.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,78,893,Michael Jordan,1610612741,Chicago Bulls,1,4,16,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,98,389,Toni Kukoc,1610612741,Chicago Bulls,1,2,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,105,23,Dennis Rodman,1610612741,Chicago Bulls,1,1,44,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-1.0,40.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,107,753,Randy Brown,1610612741,Chicago Bulls,1,1,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,109,389,Toni Kukoc,1610612741,Chicago Bulls,1,1,24,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,112,389,Toni Kukoc,1610612741,Chicago Bulls,1,1,5,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,8.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,114,753,Randy Brown,1610612741,Chicago Bulls,1,0,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-8.0,3.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,121,389,Toni Kukoc,1610612741,Chicago Bulls,1,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-162.0,212.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,134,26,Luc Longley,1610612741,Chicago Bulls,2,11,9,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-16.0,27.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,141,23,Dennis Rodman,1610612741,Chicago Bulls,2,10,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-63.0,171.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,149,753,Randy Brown,1610612741,Chicago Bulls,2,9,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,85.0,134.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,158,753,Randy Brown,1610612741,Chicago Bulls,2,8,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10.0,-76.0,70.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,161,753,Randy Brown,1610612741,Chicago Bulls,2,8,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-14.0,0.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,163,197,Scott Burrell,1610612741,Chicago Bulls,2,8,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,1.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,167,70,Steve Kerr,1610612741,Chicago Bulls,2,7,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-106.0,141.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,178,893,Michael Jordan,1610612741,Chicago Bulls,2,6,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,-1.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,180,893,Michael Jordan,1610612741,Chicago Bulls,2,6,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-156.0,74.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,190,893,Michael Jordan,1610612741,Chicago Bulls,2,5,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,16.0,12.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,192,389,Toni Kukoc,1610612741,Chicago Bulls,2,5,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,5.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,198,389,Toni Kukoc,1610612741,Chicago Bulls,2,5,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,181.0,93.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,208,146,Jud Buechler,1610612741,Chicago Bulls,2,4,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-197.0,-18.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,218,146,Jud Buechler,1610612741,Chicago Bulls,2,3,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,207.0,-12.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,220,893,Michael Jordan,1610612741,Chicago Bulls,2,2,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,205.0,-5.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,222,166,Ron Harper,1610612741,Chicago Bulls,2,2,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-42.0,57.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,225,893,Michael Jordan,1610612741,Chicago Bulls,2,2,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,235,893,Michael Jordan,1610612741,Chicago Bulls,2,1,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-130.0,141.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,247,893,Michael Jordan,1610612741,Chicago Bulls,2,0,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,85.0,134.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,254,893,Michael Jordan,1610612741,Chicago Bulls,2,0,6,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,78.0,-12.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,266,679,Jason Caffey,1610612741,Chicago Bulls,3,11,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10.0,104.0,12.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,271,26,Luc Longley,1610612741,Chicago Bulls,3,10,39,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,273,893,Michael Jordan,1610612741,Chicago Bulls,3,10,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,128.0,57.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,278,679,Jason Caffey,1610612741,Chicago Bulls,3,9,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-14.0,1.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,290,389,Toni Kukoc,1610612741,Chicago Bulls,3,8,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-18.0,14.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,294,679,Jason Caffey,1610612741,Chicago Bulls,3,7,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22.0,141.0,177.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,299,679,Jason Caffey,1610612741,Chicago Bulls,3,7,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-6.0,1.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,303,893,Michael Jordan,1610612741,Chicago Bulls,3,6,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11.0,117.0,-21.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,305,26,Luc Longley,1610612741,Chicago Bulls,3,6,50,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,314,26,Luc Longley,1610612741,Chicago Bulls,3,6,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,20.0,8.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,318,166,Ron Harper,1610612741,Chicago Bulls,3,5,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-106.0,227.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,333,893,Michael Jordan,1610612741,Chicago Bulls,3,4,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,96.0,102.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,335,23,Dennis Rodman,1610612741,Chicago Bulls,3,4,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,3.0,-8.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,339,23,Dennis Rodman,1610612741,Chicago Bulls,3,4,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-8.0,1.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,344,389,Toni Kukoc,1610612741,Chicago Bulls,3,3,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,14.0,10.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,352,893,Michael Jordan,1610612741,Chicago Bulls,3,2,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-12.0,10.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,355,389,Toni Kukoc,1610612741,Chicago Bulls,3,2,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,134.0,216.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,367,679,Jason Caffey,1610612741,Chicago Bulls,3,1,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-40.0,12.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,369,23,Dennis Rodman,1610612741,Chicago Bulls,3,1,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18.0,-164.0,76.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,372,679,Jason Caffey,1610612741,Chicago Bulls,3,1,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-6.0,46.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,376,197,Scott Burrell,1610612741,Chicago Bulls,3,1,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,229.0,104.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,378,23,Dennis Rodman,1610612741,Chicago Bulls,3,0,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,5.0,-1.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,384,23,Dennis Rodman,1610612741,Chicago Bulls,3,0,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11.0,115.0,12.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,390,23,Dennis Rodman,1610612741,Chicago Bulls,4,11,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,441,893,Michael Jordan,1610612741,Chicago Bulls,4,10,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18.0,-157.0,105.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,403,70,Steve Kerr,1610612741,Chicago Bulls,4,9,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,113.0,81.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,405,893,Michael Jordan,1610612741,Chicago Bulls,4,9,17,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-19.0,27.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,429,893,Michael Jordan,1610612741,Chicago Bulls,4,7,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-141.0,87.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,433,753,Randy Brown,1610612741,Chicago Bulls,4,7,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,59.0,-3.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,435,26,Luc Longley,1610612741,Chicago Bulls,4,7,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,16.0,-3.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,443,893,Michael Jordan,1610612741,Chicago Bulls,4,6,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-145.0,134.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,445,893,Michael Jordan,1610612741,Chicago Bulls,4,6,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-23.0,68.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,462,893,Michael Jordan,1610612741,Chicago Bulls,4,4,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,33.0,8.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700001,465,389,Toni Kukoc,1610612741,Chicago Bulls,4,3,57,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,231.0,-3.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,491,70,Steve Kerr,1610612741,Chicago Bulls,4,2,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-85.0,248.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,509,893,Michael Jordan,1610612741,Chicago Bulls,4,1,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15.0,46.0,147.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,524,893,Michael Jordan,1610612741,Chicago Bulls,4,0,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9.0,48.0,81.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700001,530,389,Toni Kukoc,1610612741,Chicago Bulls,4,0,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-224.0,119.0,1,0,19971031,BOS,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700001,536,679,Jason Caffey,1610612741,Chicago Bulls,4,0,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22.0,-162.0,154.0,1,1,19971031,BOS,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,2,753,Randy Brown,1610612741,Chicago Bulls,1,11,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,130.0,38.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,4,26,Luc Longley,1610612741,Chicago Bulls,1,11,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11.0,-115.0,27.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,6,166,Ron Harper,1610612741,Chicago Bulls,1,11,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,89.0,227.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700018,10,26,Luc Longley,1610612741,Chicago Bulls,1,10,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-1.0,68.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,20,679,Jason Caffey,1610612741,Chicago Bulls,1,9,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9.0,93.0,25.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,21,166,Ron Harper,1610612741,Chicago Bulls,1,9,49,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,30,893,Michael Jordan,1610612741,Chicago Bulls,1,8,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20.0,-207.0,-25.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,32,166,Ron Harper,1610612741,Chicago Bulls,1,8,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,36,893,Michael Jordan,1610612741,Chicago Bulls,1,8,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,61.0,184.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,40,26,Luc Longley,1610612741,Chicago Bulls,1,7,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-143.0,85.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,42,166,Ron Harper,1610612741,Chicago Bulls,1,7,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,49,753,Randy Brown,1610612741,Chicago Bulls,1,6,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,52,753,Randy Brown,1610612741,Chicago Bulls,1,6,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,55,893,Michael Jordan,1610612741,Chicago Bulls,1,6,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,179.0,1.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,57,893,Michael Jordan,1610612741,Chicago Bulls,1,5,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21.0,141.0,166.0,1,0,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700018,67,679,Jason Caffey,1610612741,Chicago Bulls,1,4,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700018,71,166,Ron Harper,1610612741,Chicago Bulls,1,4,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18.0,179.0,29.0,1,1,19971101,CHI,PHI,1997-98,Bulls 1997-98,Mid-range
