GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,TEAM_LABEL,SHOT_GROUP
Shot Chart Detail,0029700672,394,679,Jason Caffey,1610612741,Chicago Bulls,4,5,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980204,UTA,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700672,405,893,Michael Jordan,1610612741,Chicago Bulls,4,4,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980204,UTA,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700672,411,893,Michael Jordan,1610612741,Chicago Bulls,4,4,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700672,416,893,Michael Jordan,1610612741,Chicago Bulls,4,3,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-149.0,76.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700672,420,146,Jud Buechler,1610612741,Chicago Bulls,4,2,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,149.0,194.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700672,423,893,Michael Jordan,1610612741,Chicago Bulls,4,2,7,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,23.0,85.0,220.0,1,1,19980204,UTA,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700672,428,893,Michael Jordan,1610612741,Chicago Bulls,4,1,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-188.0,158.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700672,432,23,Dennis Rodman,1610612741,Chicago Bulls,4,0,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11.0,-79.0,83.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700672,439,753,Randy Brown,1610612741,Chicago Bulls,4,0,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,130.0,205.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700672,447,893,Michael Jordan,1610612741,Chicago Bulls,4,0,17,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980204,UTA,CHI,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700672,449,197,Scott Burrell,1610612741,Chicago Bulls,4,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-190.0,188.0,1,0,19980204,UTA,CHI,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,2,893,Michael Jordan,1610612741,Chicago Bulls,1,11,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-72.0,162.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,10,26,Luc Longley,1610612741,Chicago Bulls,1,11,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8.0,87.0,12.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,48,166,Ron Harper,1610612741,Chicago Bulls,1,10,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-136.0,218.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,17,166,Ron Harper,1610612741,Chicago Bulls,1,9,37,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,1.0,115.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,23,893,Michael Jordan,1610612741,Chicago Bulls,1,8,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,98.0,87.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,29,937,Scottie Pippen,1610612741,Chicago Bulls,1,7,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-194.0,16.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,40,26,Luc Longley,1610612741,Chicago Bulls,1,6,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,41,23,Dennis Rodman,1610612741,Chicago Bulls,1,6,55,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,44,937,Scottie Pippen,1610612741,Chicago Bulls,1,6,53,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,51,893,Michael Jordan,1610612741,Chicago Bulls,1,6,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,58,26,Luc Longley,1610612741,Chicago Bulls,1,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-57.0,171.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,60,166,Ron Harper,1610612741,Chicago Bulls,1,5,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14.0,0.0,145.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,63,26,Luc Longley,1610612741,Chicago Bulls,1,5,13,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,66,166,Ron Harper,1610612741,Chicago Bulls,1,4,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,91.0,121.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,68,26,Luc Longley,1610612741,Chicago Bulls,1,4,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,76,166,Ron Harper,1610612741,Chicago Bulls,1,3,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,79,937,Scottie Pippen,1610612741,Chicago Bulls,1,3,9,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,82,26,Luc Longley,1610612741,Chicago Bulls,1,2,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-21.0,36.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,85,893,Michael Jordan,1610612741,Chicago Bulls,1,2,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,143.0,48.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,102,166,Ron Harper,1610612741,Chicago Bulls,1,1,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-149.0,100.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,121,26,Luc Longley,1610612741,Chicago Bulls,1,0,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-121.0,29.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,129,753,Randy Brown,1610612741,Chicago Bulls,1,0,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,136,893,Michael Jordan,1610612741,Chicago Bulls,2,11,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18.0,61.0,175.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,140,389,Toni Kukoc,1610612741,Chicago Bulls,2,11,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,142,893,Michael Jordan,1610612741,Chicago Bulls,2,10,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11.0,113.0,-12.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,144,26,Luc Longley,1610612741,Chicago Bulls,2,10,9,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,134.0,12.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,149,166,Ron Harper,1610612741,Chicago Bulls,2,9,50,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,151,26,Luc Longley,1610612741,Chicago Bulls,2,9,18,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,1.0,48.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,156,166,Ron Harper,1610612741,Chicago Bulls,2,8,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,159,389,Toni Kukoc,1610612741,Chicago Bulls,2,8,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,5.0,250.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,166,893,Michael Jordan,1610612741,Chicago Bulls,2,7,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11.0,96.0,63.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,182,753,Randy Brown,1610612741,Chicago Bulls,2,6,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-197.0,-18.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,184,197,Scott Burrell,1610612741,Chicago Bulls,2,5,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,187,197,Scott Burrell,1610612741,Chicago Bulls,2,5,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,191,197,Scott Burrell,1610612741,Chicago Bulls,2,5,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24.0,-239.0,51.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,197,893,Michael Jordan,1610612741,Chicago Bulls,2,5,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22.0,44.0,216.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,201,679,Jason Caffey,1610612741,Chicago Bulls,2,4,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8.0,55.0,66.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,205,679,Jason Caffey,1610612741,Chicago Bulls,2,4,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,209,679,Jason Caffey,1610612741,Chicago Bulls,2,3,24,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8.0,78.0,36.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,212,893,Michael Jordan,1610612741,Chicago Bulls,2,2,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22.0,-186.0,130.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,214,893,Michael Jordan,1610612741,Chicago Bulls,2,2,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,224,753,Randy Brown,1610612741,Chicago Bulls,2,2,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,227,893,Michael Jordan,1610612741,Chicago Bulls,2,1,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,190.0,-12.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,238,893,Michael Jordan,1610612741,Chicago Bulls,2,1,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-156.0,109.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,241,893,Michael Jordan,1610612741,Chicago Bulls,2,0,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-136.0,-8.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,242,23,Dennis Rodman,1610612741,Chicago Bulls,2,0,23,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,254,26,Luc Longley,1610612741,Chicago Bulls,3,11,25,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12.0,72.0,100.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,257,26,Luc Longley,1610612741,Chicago Bulls,3,10,50,Made Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11.0,113.0,10.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,260,937,Scottie Pippen,1610612741,Chicago Bulls,3,10,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,134.0,212.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,262,166,Ron Harper,1610612741,Chicago Bulls,3,10,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,263,166,Ron Harper,1610612741,Chicago Bulls,3,10,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,266,893,Michael Jordan,1610612741,Chicago Bulls,3,9,36,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,269,893,Michael Jordan,1610612741,Chicago Bulls,3,9,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,273,26,Luc Longley,1610612741,Chicago Bulls,3,8,27,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,5.0,51.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,277,937,Scottie Pippen,1610612741,Chicago Bulls,3,8,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,237.0,-18.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,280,166,Ron Harper,1610612741,Chicago Bulls,3,7,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,158.0,23.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,286,166,Ron Harper,1610612741,Chicago Bulls,3,6,54,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,303,166,Ron Harper,1610612741,Chicago Bulls,3,5,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15.0,-10.0,154.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,304,23,Dennis Rodman,1610612741,Chicago Bulls,3,5,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,306,26,Luc Longley,1610612741,Chicago Bulls,3,5,30,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,310,23,Dennis Rodman,1610612741,Chicago Bulls,3,5,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,315,893,Michael Jordan,1610612741,Chicago Bulls,3,4,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-132.0,76.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,323,937,Scottie Pippen,1610612741,Chicago Bulls,3,3,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16.0,-113.0,119.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,332,893,Michael Jordan,1610612741,Chicago Bulls,3,3,41,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,1.0,53.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,339,893,Michael Jordan,1610612741,Chicago Bulls,3,3,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-171.0,-18.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,355,893,Michael Jordan,1610612741,Chicago Bulls,3,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,164.0,186.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,361,389,Toni Kukoc,1610612741,Chicago Bulls,3,1,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,366,893,Michael Jordan,1610612741,Chicago Bulls,3,0,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,-23.0,242.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,368,679,Jason Caffey,1610612741,Chicago Bulls,3,0,49,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-14.0,72.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,370,389,Toni Kukoc,1610612741,Chicago Bulls,3,0,34,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,0.0,57.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,372,389,Toni Kukoc,1610612741,Chicago Bulls,3,0,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,374,893,Michael Jordan,1610612741,Chicago Bulls,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,44.0,242.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,379,753,Randy Brown,1610612741,Chicago Bulls,4,11,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21.0,164.0,132.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,382,389,Toni Kukoc,1610612741,Chicago Bulls,4,11,1,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-227.0,68.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Three
Shot Chart Detail,0029700686,384,389,Toni Kukoc,1610612741,Chicago Bulls,4,10,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22.0,160.0,154.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,387,26,Luc Longley,1610612741,Chicago Bulls,4,10,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-132.0,33.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,394,26,Luc Longley,1610612741,Chicago Bulls,4,10,11,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,398,937,Scottie Pippen,1610612741,Chicago Bulls,4,9,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-173.0,-8.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,400,389,Toni Kukoc,1610612741,Chicago Bulls,4,9,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,404,26,Luc Longley,1610612741,Chicago Bulls,4,9,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13.0,0.0,134.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Mid-range
Shot Chart Detail,0029700686,406,26,Luc Longley,1610612741,Chicago Bulls,4,8,53,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,408,753,Randy Brown,1610612741,Chicago Bulls,4,8,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,410,389,Toni Kukoc,1610612741,Chicago Bulls,4,8,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,415,26,Luc Longley,1610612741,Chicago Bulls,4,7,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,420,26,Luc Longley,1610612741,Chicago Bulls,4,6,53,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,0,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
Shot Chart Detail,0029700686,423,679,Jason Caffey,1610612741,Chicago Bulls,4,6,31,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,0.0,1,1,19980210,CHI,TOR,1997-98,Bulls 1997-98,Rim
